PROVINCIA,MUNICIPIO,FABRICANTE,MARCA,MODELO,TIPO,VARIANTE,VERSION,PROVINCIA_MATR,FECHA_MATR,FEC_PRIM_MATR,CLASE_MATR,PROCEDENCIA,NUEVO_USADO,TIPO_TITULAR,NUM_TITULARES,SUBTIPO_DGT,TIPO_DGT,CAT_EURO,CLAS_CONSTRUCCION,CLAS_UTILIZACION,SERVICIO,RENTING,TARA,PESO_MAX,MOM,MMTA,CILINDRADA,POTENCIA,KW,PROPULSION,CATELECT,CONSUMO,AUTONOMIA,ALIMENTACION,TIPO_DISTINTIVO,EMISIONES_EURO,EMISIONES_CO2,CARROCERIA,DISTANCIA_EJES,EJE_ANTERIOR,EJE_POSTERIOR,PLAZAS,PLAZAS_MAX,PLAZAS_PIE,EMISIONES_CO2_COMPLETA,EMISIONES_CO2_CON_MISSING_PCT,EMISIONES_CO2_IMPUTADA
03,,"RENAULT, S.A.S.",RENAULT,CLIO,R,5RB2,5RB20A,01,19/09/2016,19/09/2016,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1082,1621,1157,1621,898,"7,34","66,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"105,000",AB,2589,1501,1505,5,5,0,105.0,105.0,105.0
03,03047,,CHEVROLET,AVEO,KLAS,SN3,¡,01,17/07/2006,17/07/2006,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1122,1540,1197,1540,1399,"10,74","69,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,33.59
03,03047,,BMW,¡,390L,¡,¡,28,30/03/2009,30/03/2009,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1430,1950,1505,1950,1995,"13,29","130,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,11.646
03,03104,OPEL AUTOMOBILE GMBH,OPEL,MOKKA X,J-A,JMXXFXX,¡,01,29/08/2019,29/08/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1375,1842,1450,1842,1364,"10,58","103,00",6,,0,000000,B,ECO,EURO 6DG,"139,000",AF,2555,1541,1540,5,5,0,139.0,139.0,139.0
03,03066,KIA MOTORS CORPORATION,KIA,NIRO,SG2,C5P11,D61AY1,01,04/03/2025,04/03/2025,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1399,1940,1474,1940,1580,"11,56","68,50",0,HEV,0,000000,M,ECO,EURO 6EA,"100,000",AC,2720,1585,1596,5,5,0,100.0,100.0,100.0
03,03005,,RENAULT,¡,,¡,¡,,29/04/1993,29/04/1993,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,975,1460,0,0,1390,"10,70","0,00",0,,0,,,SIN DISTINTIVO,EURO 1,,,0,0,0,5,5,0,,,33.095
03,03066,KIA MOTORS CORPORATION,KIA,CARENS,RP,C5D21,¡,01,06/10/2016,06/10/2016,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1482,2110,1557,2110,1685,"12,02","85,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"117,000",AC,2750,1573,1586,5,5,0,117.0,117.0,117.0
03,03047,,RENAULT,TRAFIC,JL,¡,¡,01,22/03/2010,22/03/2010,0,0,N,PERSONA FISICA,1,0G,CAMIONES,N1,31,00,B00,N,1835,2835,1910,2835,1995,"13,29","84,00",1,,0,,,DISTINTIVO B,EURO 4,"199,000",,0,0,0,6,6,0,199.0,199.0,199.0
03,03089,,DERBI,¡,,¡,¡,,31/03/1982,31/03/1982,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,,,,B00,,86,246,,,74,"1,00",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,74.455
03,03047,,OPEL,ZAFIRA,,,,01,29/09/2004,29/09/2004,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1475,2095,0,0,2172,"13,98","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,7,7,0,,,16.449
03,03066,BAYERISCHE MOTOREN WERKE AG,BMW,¡,F2GT,¡,¡,01,21/12/2017,21/12/2017,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,M1,10,00,B00,N,1530,2210,1605,2210,1995,"13,29","110,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"115,000",AC,2780,1571,1572,7,7,0,115.0,115.0,115.0
03,,"KAWASAKI HEAVY INDUSTRIES, LTD",KAWASAKI,¡,¡,¡,¡,31,27/05/2016,27/05/2016,0,3,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3E,04,00,B00,N,200,380,204,404,649,"5,14","35,00",0,,0,000000,M,DISTINTIVO C,EURO 3,"98,000",,1410,0,0,2,2,0,98.0,98.0,98.0
03,03089,,PEUGEOT,¡,¡,¡,¡,05,29/06/2006,29/06/2006,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1070,1585,1145,1585,1997,"13,31","66,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,16.26
03,,AUTOMOBILES CITROEN PARIS - FRANCIA,CITROEN,BERLINGO TALLA M BLUEH,E,C,YHYC-A22000,01,20/12/2019,20/12/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1412,2080,1487,2080,1499,"11,19","75,00",1,,0,000000,M,DISTINTIVO C,EURO 6DG,"106,000",AF,2785,1563,1577,5,5,0,106.0,106.0,106.0
03,03047,"AUTOMOBILE DACIA, S.A.",DACIA,DUSTER,SD,HSDCW,HSDCW6,01,20/11/2015,20/11/2015,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1201,1751,1276,1751,1197,"9,78","92,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"138,000",AC,2673,1560,1567,5,5,0,138.0,138.0,138.0
03,03005,,MERCEDES-BENZ,¡,¡,¡,¡,01,26/03/2007,26/03/2007,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1435,1880,1510,1880,1992,"13,28","103,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,20.828
03,03047,,FORD,FOCUS,,,,28,31/10/2001,31/10/2001,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,,,B00,,1218,1695,0,0,1753,"12,30","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,40.88
03,03066,,OPEL,INSIGNIA,0G-A,¡,¡,01,29/12/2009,29/12/2009,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1538,2155,1613,2155,1956,"13,13","96,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,15.454
03,03047,,VOLKSWAGEN,¡,,¡,¡,01,27/09/2001,27/09/2001,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,,,B00,,974,1510,0,0,1390,"10,70","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,11.821
03,03066,AUTOMOBILES PEUGEOT,PEUGEOT,¡,4,¡,¡,01,17/04/2013,17/04/2013,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1330,1815,1405,1815,1598,"11,64","88,00",0,,0,,M,DISTINTIVO C,EURO 5,"147,000",AF,2608,1536,1531,5,5,0,147.0,,140.911
03,,AUTOMOBILES PEUGEOT,PEUGEOT,¡,¡,¡,¡,01,30/10/2017,22/04/2010,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1502,2250,1577,2250,1560,"11,45","80,00",1,,0,000000,M,DISTINTIVO B,EURO 4,"140,000",AF,2727,1531,1566,7,7,0,140.0,140.0,140.0
03,03047,FORD-WERKE GMBH,FORD,KUGA,DM2,XRMA1A,¡,01,27/09/2016,27/09/2016,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1530,2250,1614,2250,1997,"13,30","88,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"120,000",AF,2690,1569,1570,5,5,0,120.0,120.0,120.0
03,03066,"NISSAN INTERNATIONAL, S.A.",NISSAN,NISSAN QASHQAI,J11,D,D03,01,04/07/2018,04/07/2018,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1343,1860,1350,1860,1197,"9,78","85,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"129,000",AF,2646,1560,1560,5,5,0,129.0,129.0,129.0
03,03047,,CHEVROLET,LACETTI,KLAN,¡,¡,01,07/09/2007,07/09/2007,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1280,1755,1355,1755,1991,"13,28","89,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,21.194
03,03066,,FRUEHAUF,¡,,¡,¡,01,14/06/2005,14/06/2005,2,0,N,PERSONA FISICA,1,S2,R Y S,,43,11,A00,,7640,35000,0,0,0,"0,00","0,00",,,0,,,SIN DISTINTIVO,,,,0,0,0,0,0,0,,,-3.02
03,03066,"RENAULT, S.A.S.",RENAULT,CLIO,R,5RB2,5RB20A,36,28/12/2017,28/12/2017,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1082,1621,1157,1621,898,"7,34","66,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"105,000",AB,2589,1501,1505,5,5,0,105.0,,107.876
03,03047,YAMAHA INDONESIA MOTOR MANUFACTURING,YAMAHA,GPD125-A (NMAX),SEC7,A,1,01,23/03/2018,23/03/2018,0,3,N,PERSONA FISICA,1,50,MOTOCICLETAS,*05,04,00,B00,N,127,295,127,295,125,"1,45","9,00",0,,0,000000,M,DISTINTIVO C,EURO 4,"52,000",,1350,0,0,2,2,0,52.0,52.0,52.0
03,,,VOLKSWAGEN,POLO CLASSIC,,,,,17/02/1986,17/02/1986,0,0,N,PERSONA FISICA,1,40,TURISMOS,,,,B00,,760,1190,,,1272,"10,15",,0,,,,,SIN DISTINTIVO,,,,,,,5,5,,,,82.899
03,,,RENAULT,LAGUNA,,,,31,18/09/2003,18/09/2003,0,3,N,PERSONA JURIDICA,1,40,TURISMOS,M1,10,00,B00,N,1350,1935,0,0,1870,"12,78","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,14.441
03,03047,,VOLKSWAGEN,¡,¡,¡,¡,28,09/05/2007,09/05/2007,0,3,N,PERSONA FISICA,1,20,FURGONETAS,N1,,,B00,,1873,3000,1948,3000,2461,"16,48","80,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,3,3,0,,,23.898
03,03089,AUTOMOBILES CITROEN PARIS - FRANCIA,CITROEN,¡,S,¡,¡,36,28/03/2022,28/03/2022,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1090,1645,1165,1645,1499,"11,19","75,00",1,,0,000000,M,DISTINTIVO C,EURO 6AP,"112,000",AB,2539,1483,1480,5,5,0,112.0,112.0,112.0
03,03047,RENAULT S.A.S.,RENAULT,CLIO,R,¡,¡,01,19/02/2015,19/02/2015,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1009,1588,1084,1588,898,"7,34","66,00",0,,0,000000,M,DISTINTIVO C,EURO 5J,"114,000",AB,2589,1501,1505,5,5,0,114.0,114.0,114.0
03,03066,,PEUGEOT,307,,,,01,11/06/2004,11/06/2004,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1260,1760,0,0,1997,"13,31","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,24.994
03,03066,,CITROEN,C3,,,,01,22/03/2005,22/03/2005,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1022,1501,0,0,1398,"10,74","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,9.521
03,,¡,¡,¡,¡,¡,¡,48,24/04/2013,24/04/2013,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1316,1900,1391,1900,998,"7,81","998,00",0,,0,,M,DISTINTIVO C,EURO 5,"117,000",AF,2648,1544,1554,5,5,0,117.0,117.0,117.0
03,03047,,HONDA,¡,,¡,¡,01,21/10/2004,21/10/2004,0,0,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3e,04,00,B00,,162,343,0,0,125,"1,91","0,00",0,,0,,,DISTINTIVO B,EURO II,,,0,0,0,2,2,0,,,2.104
03,03066,,NISSAN,¡,¡,¡,¡,31,13/10/2011,13/10/2011,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1190,1750,1265,1750,1461,"11,03","81,00",1,,0,,,DISTINTIVO C,EURO 5,"134,000",,0,0,0,5,5,0,134.0,,115.426
03,03066,FCA ITALY S.P.A.,FIAT,FIAT 500X,334,AXE1A,04A,40,31/07/2017,31/07/2017,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1397,1875,1382,1875,1598,"11,64","81,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"147,000",AF,2570,1545,1545,5,5,0,147.0,147.0,147.0
03,03047,,MERCEDES-BENZ,¡,¡,¡,¡,01,15/05/2009,08/03/1996,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1705,2170,1780,2170,3199,"20,76","170,00",0,,0,,,SIN DISTINTIVO,EURO 1,,,0,0,0,2,2,0,,,14.985
03,03047,MERCEDES BENZ DAIMLER AG,MERCEDES-BENZ,¡,F2B,¡,¡,01,10/09/2019,10/09/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1410,2015,1485,2015,1461,"11,03","85,00",1,,0,000000,M,DISTINTIVO C,EURO6-DG,"106,000",AC,2729,1569,1574,5,5,0,106.0,106.0,106.0
03,03047,,PEUGEOT,¡,,¡,¡,,29/04/1999,29/04/1999,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1115,1600,0,0,1761,"12,34","0,00",0,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,5,5,0,,,28.35
03,,HYUNDAI MOTOR MANUFACTURING CZECH,HYUNDAI,"TUCSON,IX35",TLE,F5D51,M66ZZ1,01,07/10/2016,07/10/2016,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1425,2000,1500,2000,1685,"12,02","85,00",0,,0,000000,M,DISTINTIVO C,EURO 6,"119,000",AF,2670,1620,1631,5,5,0,119.0,119.0,119.0
03,,,PEUGEOT,206 1.4,,,,01,01/03/2004,01/03/2004,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,986,1525,0,0,1398,"10,75","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,18.876
03,03066,,NISSAN,NISSAN QASHQAI,J10,¡,¡,05,08/02/2007,08/02/2007,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1356,1960,1431,1960,1997,"13,30","104,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,29.912
03,03066,,SEAT,600-E,,,,,12/01/1973,12/01/1973,0,0,N,PERSONA JURIDICA,1,20,FURGONETAS,,,,B00,,615,770,,,767,"7,00",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,109.806
03,03047,,BMW,¡,,¡,¡,28,24/02/2005,24/02/2005,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1115,1470,0,0,1598,"11,64","0,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,4,4,0,,,39.316
03,03005,VOLKSWAGEN AG,VOLKSWAGEN,GOLF,1K,¡,¡,31,28/10/2016,06/02/2004,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1362,1890,1437,1890,1896,"12,90","77,00",1,,0,000000,M,DISTINTIVO B,EURO 4,"140,000",AB,2575,1539,1515,5,5,0,140.0,140.0,140.0
03,03066,,NISSAN,MICRA,K12,F02,,01,27/12/2005,27/12/2005,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,957,1475,1032,1475,1240,"9,99","59,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,35.608
03,03066,,FORD,MONDEO,B5Y-4PUERT PORTON,¡,¡,01,28/11/2006,28/11/2006,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1430,2035,1505,2035,1998,"13,30","96,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,26.957
03,03066,"RENAULT, S.A.S.",RENAULT,CAPTUR,R,2R05,2R0515,31,27/07/2018,27/07/2018,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1173,1671,1248,1671,898,"7,34","66,00",0,,0,000000,M,DISTINTIVO C,EURO 6ZD,"113,000",AB,2606,1531,1516,5,5,0,113.0,,112.572
03,03066,"NISSAN INTERNATIONAL, S.A.",NISSAN,¡,¡,¡,¡,01,15/06/2018,15/06/2018,0,3,N,PERSONA FISICA,1,03,CAMIONES,N1,20,20,A00,N,2534,3500,2560,3500,2299,"14,48","96,00",1,,0,000000,M,DISTINTIVO C,EURO VI,"232,000",BA,4332,1750,1730,3,3,0,232.0,,166.722
03,03047,,MERCEDES-BENZ,¡,,¡,¡,01,15/03/2002,15/03/2002,0,3,N,PERSONA JURIDICA,1,0G,CAMIONES,N1,31,00,B00,N,1910,2800,0,0,2148,"13,90","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,9,9,0,,,31.835
03,03066,,OPEL,¡,,¡,¡,,22/10/1986,22/10/1986,0,1,N,PERSONA FISICA,1,40,TURISMOS,,,,B00,,980,1405,,,1598,"11,64",,0,,,,,SIN DISTINTIVO,,,,,,,5,5,,,,88.674
03,03005,,RENAULT,¡,¡,¡,¡,01,17/06/2008,17/06/2008,0,0,N,PERSONA JURIDICA,1,81,TRACTORES INDUSTRIALES,N3,23,00,A00,,6800,18000,6875,18000,10837,"43,16","332,00",1,,0,,,DISTINTIVO B,EURO IV,,,0,0,0,3,3,0,,,6.358
03,,,OPEL,CORSA,S'D,FC11,,01,31/05/2007,31/05/2007,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1065,1585,1140,1585,1364,"10,57","66,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,31.929
03,03089,"CHANGZHOU KWANG YANG MOTOR,CO.",KYMCO,¡,¡,¡,¡,01,24/02/2020,24/02/2020,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,L3E,04,00,B00,N,131,206,206,286,125,"1,45","6,60",0,,0,000000,M,DISTINTIVO C,EURO 4,"68,000",,1340,0,0,2,2,0,68.0,68.0,68.0
03,,RENAULT SAS,RENAULT,MEGANE,Z,BZ11,BZ1106,01,13/02/2013,13/02/2013,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1205,1787,1280,1787,1197,"9,77","85,00",0,,0,,M,DISTINTIVO C,EURO 5J,"119,000",AB,2641,1546,1547,5,5,0,119.0,119.0,119.0
03,03066,FCA ITALY S.P.A.,FIAT,FIAT 500L,199,LYB1B,L1G,39,19/12/2016,19/12/2016,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1373,1805,1428,1805,1368,"10,61","70,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"143,000",AF,2612,1522,1519,5,5,0,143.0,143.0,143.0
03,03066,KIA MOTORS CORPORATION,KIA,STONIC,YB,C5P61,M6BDZ1,01,20/07/2021,20/07/2021,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1150,1680,1225,1680,998,"7,82","73,50",0,HEV,0,000000,M,ECO,EURO 6AP,"122,000",AC,2580,1531,1539,5,5,0,122.0,122.0,122.0
03,03066,,APRILIA,¡,C25,¡,¡,01,17/07/2003,17/07/2003,6,3,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,03,00,B00,N,106,106,0,0,49,"1,00","2,60",0,,0,,,DISTINTIVO B,EURO II,,,0,0,0,2,2,0,,,0.412
03,03005,BMW AG,BMW,¡,¡,¡,¡,01,14/06/2018,01/04/2014,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1520,2080,1595,2080,2979,"19,89","225,00",0,,0,000000,M,DISTINTIVO C,EURO 6B,"169,000",AA,2810,1543,1584,5,5,0,169.0,169.0,169.0
03,03047,OPEL AUTOMOBILE GMBH,OPEL,GRANDLAND X,Z,R,¡,28,17/02/2020,17/02/2020,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1320,2000,1395,2000,1199,"8,73","96,00",0,,0,000000,M,DISTINTIVO C,EURO 6AM,"112,000",AF,2675,1595,1610,5,5,0,112.0,,119.649
03,,,RENAULT,MEGANE,,,,01,29/04/2005,29/04/2005,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1195,1745,0,0,1461,"11,02","0,00",1,,0,,,SIN DISTINTIVO,EURO 3,,,0,0,0,5,5,0,,,16.759
03,,,CITROEN,C4 PICASSO,U*****,UD9HZH,P,44,31/10/2007,31/10/2007,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1574,2060,1649,2060,1560,"11,47","80,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,14.309
03,03066,MBK INDUSTRIE,YAMAHA,YN50,SA45,I,I,01,09/12/2016,09/12/2016,6,3,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,03,00,B00,N,82,251,88,251,49,"1,14","2,09",0,,0,000000,M,DISTINTIVO B,EURO II,"0,000",,1275,0,0,2,2,0,0.0,0.0,0.0
03,03047,DAIMLER AG,MERCEDES-BENZ,¡,245 G,¡,¡,28,08/05/2017,08/05/2017,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1375,1985,1450,1985,1461,"11,03","80,00",1,,0,000000,M,DISTINTIVO C,EURO 6W,"107,000",AC,2699,1555,1545,5,5,0,107.0,,105.003
03,03089,AUTOMOBILES PEUGEOT-TALBOT SA,PEUGEOT,¡,M,¡,¡,28,15/02/2019,15/02/2019,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1430,2000,1505,2000,1499,"11,19","96,00",1,,0,000000,M,DISTINTIVO C,EURO 6BG,"108,000",AF,2675,1601,1610,5,5,0,108.0,108.0,108.0
03,03047,¡,¡,¡,¡,¡,¡,01,22/11/2018,06/10/2008,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1407,2040,1482,2040,1560,"11,47","66,20",1,,0,000000,M,DISTINTIVO B,EURO 4,"150,000",AC,2728,1507,1556,5,5,0,150.0,150.0,150.0
03,03066,,YAMAHA,YQ50,SA14,I,III,01,26/06/2008,26/06/2008,6,0,N,PERSONA FISICA,1,90,CICLOMOTORES,L1E,03,00,B00,N,75,97,0,0,49,"1,00","2,00",0,,0,,,DISTINTIVO B,EURO II,,,0,0,0,2,2,0,,,-2.176
03,03066,KIA MOTORS CORPORATION,KIA,CARENS,RP,C7P11,M61AZ1,01,04/10/2018,04/10/2018,0,1,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1408,2140,1483,2140,1591,"11,61","99,00",0,,0,000000,M,DISTINTIVO C,EURO 6W,"150,000",AC,2750,1573,1586,7,7,0,150.0,150.0,150.0
03,03089,HYUNDAI MOTOR MANUFACTURING CZECH S.R.O.,HYUNDAI,TUCSON,NX4E,F5P11,¡,01,02/05/2023,02/05/2023,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1425,2050,1500,2050,1598,"11,64","110,10",0,,0,000000,M,DISTINTIVO C,EURO 6AP,"152,000",AF,2680,1630,1637,5,5,0,152.0,152.0,152.0
03,03047,,MERCEDES-BENZ,¡,,¡,¡,,03/10/1994,03/10/1994,0,0,N,PERSONA FISICA,1,21,FURGONETAS,N1,31,00,B00,N,1825,3000,0,0,2399,"14,85","0,00",1,,0,,,SIN DISTINTIVO,EURO 1,,,0,0,0,2,5,0,,,31.467
03,03066,,SEAT,IBIZA 1.4,,,,01,15/12/2004,15/12/2004,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1028,1542,0,0,1390,"10,70","0,00",0,,0,,,DISTINTIVO B,EURO 3,,,0,0,0,5,5,0,,,14.236
03,03005,VOLKSWAGEN AG,VOLKSWAGEN,TOURAN,1T,¡,¡,31,04/08/2015,19/07/2004,0,3,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1574,2160,1649,2160,1896,"12,90","77,00",1,,0,000000,M,SIN DISTINTIVO,EURO 3,"162,000",AC,2675,1535,1511,5,5,0,162.0,162.0,162.0
03,03005,BAYERISCHE MOTOREN WERKE AG,BMW,¡,¡,¡,¡,01,07/11/2024,07/11/2024,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1515,2070,1590,2070,1998,"13,31","135,00",0,,0,000000,M,DISTINTIVO C,EURO 6EA,"148,000",AA,2851,1589,1604,5,5,0,148.0,148.0,148.0
03,03066,,VOLKSWAGEN,PASSAT,3C,¡,¡,28,07/07/2011,07/07/2011,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1485,2130,1560,2130,1968,"13,19","103,00",1,,0,,,DISTINTIVO B,EURO 5,"135,000",,0,0,0,5,5,0,135.0,,138.212
03,,,CITROEN,C 15 D,,,,,04/12/1986,04/12/1986,0,0,N,PERSONA JURIDICA,1,21,FURGONETAS,,,,B00,,975,1545,,,1769,"12,37",,1,,,,,SIN DISTINTIVO,,,,,,,2,5,,,,117.718
03,03047,,FORD,FOCUS,DA3-4PUERT PORTON,SHDA15,,01,07/11/2007,07/11/2007,0,0,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,,1174,1730,1249,1730,1596,"11,63","74,00",0,,0,,,DISTINTIVO C,EURO 4,,,0,0,0,5,5,0,,,42.138
03,03047,VOLKSWAGEN AG,VOLKSWAGEN,¡,¡,¡,¡,01,25/07/2014,25/07/2014,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1468,2080,1543,2080,1968,"13,19","81,00",1,,0,000000,M,DISTINTIVO B,EURO 5J,"139,000",AC,2605,1575,1577,5,5,0,139.0,,127.566
03,03066,,LANCIA,¡,¡,¡,¡,31,25/11/2008,25/11/2008,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1200,1700,1275,1700,1248,"10,03","66,00",1,,0,,,DISTINTIVO B,EURO 4,,,0,0,0,5,5,0,,,7.007
03,,,MERCEDES-BENZ,CLK 230 KOMPRESSOR,,,,,31/03/1998,31/03/1998,0,3,N,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1450,1850,0,0,2295,"14,46","0,00",0,,0,,,SIN DISTINTIVO,EURO 2,,,0,0,0,4,4,0,,,20.97
03,03047,MAZDA MOTOR CORPORATION,MAZDA,¡,¡,¡,¡,01,18/07/2018,11/04/2007,0,1,U,PERSONA FISICA,1,40,TURISMOS,M1,10,00,B00,N,1215,1750,1290,1750,1598,"11,64","77,00",0,,0,000000,M,DISTINTIVO C,EURO 4,"183,000",AB,2640,1530,1515,5,5,0,183.0,183.0,183.0
03,03066,,HONDA,¡,,¡,¡,,04/01/1991,04/01/1991,0,1,N,PERSONA FISICA,1,50,MOTOCICLETAS,,,,B00,,103,272,,,74,"1,46",,0,,,,,SIN DISTINTIVO,,,,,,,2,2,,,,93.202
